
Tempo total de execução: 0.006243 segundo(s).

Origem: 0 	 Destino: 0 	 Distância: 0
Origem: 0 	 Destino: 68 	 Distância: 1000000
Origem: 0 	 Destino: 69 	 Distância: 1000000
Origem: 0 	 Destino: 70 	 Distância: 1000000
Origem: 0 	 Destino: 71 	 Distância: 1000000
Origem: 0 	 Destino: 72 	 Distância: 1000000
Origem: 0 	 Destino: 73 	 Distância: 1000000
Origem: 0 	 Destino: 74 	 Distância: 1000000
Origem: 0 	 Destino: 75 	 Distância: 1000000
Origem: 0 	 Destino: 76 	 Distância: 1000000
Origem: 0 	 Destino: 77 	 Distância: 1000000
Origem: 0 	 Destino: 78 	 Distância: 1000000
Origem: 0 	 Destino: 79 	 Distância: 1000000
Origem: 0 	 Destino: 80 	 Distância: 1000000
Origem: 0 	 Destino: 81 	 Distância: 1000000
Origem: 0 	 Destino: 82 	 Distância: 1000000
Origem: 0 	 Destino: 83 	 Distância: 1000000
Origem: 0 	 Destino: 84 	 Distância: 1000000
Origem: 0 	 Destino: 85 	 Distância: 1000000
Origem: 0 	 Destino: 86 	 Distância: 1000000
Origem: 0 	 Destino: 87 	 Distância: 1000000
Origem: 0 	 Destino: 88 	 Distância: 1000000
Origem: 0 	 Destino: 89 	 Distância: 1000000
Origem: 0 	 Destino: 90 	 Distância: 1000000
Origem: 0 	 Destino: 91 	 Distância: 1000000
Origem: 0 	 Destino: 92 	 Distância: 1000000
Origem: 0 	 Destino: 93 	 Distância: 1000000
Origem: 0 	 Destino: 94 	 Distância: 1000000
Origem: 0 	 Destino: 95 	 Distância: 1000000
Origem: 0 	 Destino: 96 	 Distância: 1000000
Origem: 0 	 Destino: 97 	 Distância: 1000000
Origem: 0 	 Destino: 98 	 Distância: 1000000
Origem: 0 	 Destino: 99 	 Distância: 1000000
Origem: 0 	 Destino: 100 	 Distância: 1000000
Origem: 0 	 Destino: 101 	 Distância: 1000000
Origem: 0 	 Destino: 102 	 Distância: 1000000
Origem: 0 	 Destino: 103 	 Distância: 1000000
Origem: 0 	 Destino: 104 	 Distância: 1000000
Origem: 0 	 Destino: 105 	 Distância: 1000000
Origem: 0 	 Destino: 106 	 Distância: 1000000
Origem: 0 	 Destino: 107 	 Distância: 1000000
Origem: 0 	 Destino: 108 	 Distância: 1000000
Origem: 0 	 Destino: 109 	 Distância: 1000000
Origem: 0 	 Destino: 110 	 Distância: 1000000
Origem: 0 	 Destino: 111 	 Distância: 1000000
Origem: 0 	 Destino: 112 	 Distância: 1000000
Origem: 0 	 Destino: 113 	 Distância: 1000000
Origem: 0 	 Destino: 114 	 Distância: 1000000
Origem: 0 	 Destino: 115 	 Distância: 1000000
Origem: 0 	 Destino: 116 	 Distância: 1000000
Origem: 0 	 Destino: 117 	 Distância: 1000000
Origem: 0 	 Destino: 118 	 Distância: 1000000
Origem: 0 	 Destino: 119 	 Distância: 1000000
Origem: 0 	 Destino: 120 	 Distância: 1000000
Origem: 0 	 Destino: 121 	 Distância: 1000000
Origem: 0 	 Destino: 122 	 Distância: 1000000
Origem: 0 	 Destino: 123 	 Distância: 1000000
Origem: 0 	 Destino: 124 	 Distância: 1000000
Origem: 0 	 Destino: 125 	 Distância: 1000000
Origem: 0 	 Destino: 126 	 Distância: 1000000
Origem: 0 	 Destino: 127 	 Distância: 1000000
Origem: 0 	 Destino: 128 	 Distância: 1000000
Origem: 0 	 Destino: 129 	 Distância: 1000000
Origem: 0 	 Destino: 130 	 Distância: 1000000
Origem: 0 	 Destino: 131 	 Distância: 1000000
Origem: 0 	 Destino: 132 	 Distância: 1000000
Origem: 0 	 Destino: 133 	 Distância: 1000000
Origem: 0 	 Destino: 134 	 Distância: 1000000
Origem: 0 	 Destino: 135 	 Distância: 1000000
Origem: 0 	 Destino: 136 	 Distância: 1000000
Origem: 0 	 Destino: 137 	 Distância: 1000000
Origem: 0 	 Destino: 138 	 Distância: 1000000
Origem: 0 	 Destino: 139 	 Distância: 1000000
Origem: 0 	 Destino: 140 	 Distância: 1000000
Origem: 0 	 Destino: 141 	 Distância: 1000000
Origem: 0 	 Destino: 142 	 Distância: 1000000
Origem: 0 	 Destino: 143 	 Distância: 1000000
Origem: 0 	 Destino: 144 	 Distância: 1000000
Origem: 0 	 Destino: 145 	 Distância: 1000000
Origem: 0 	 Destino: 146 	 Distância: 1000000
Origem: 0 	 Destino: 147 	 Distância: 1000000
Origem: 0 	 Destino: 148 	 Distância: 1000000
Origem: 0 	 Destino: 149 	 Distância: 1000000
Origem: 0 	 Destino: 150 	 Distância: 1000000
Origem: 0 	 Destino: 151 	 Distância: 1000000
Origem: 0 	 Destino: 152 	 Distância: 1000000
Origem: 0 	 Destino: 153 	 Distância: 1000000
Origem: 0 	 Destino: 154 	 Distância: 1000000
Origem: 0 	 Destino: 155 	 Distância: 1000000
Origem: 0 	 Destino: 156 	 Distância: 1000000
Origem: 0 	 Destino: 157 	 Distância: 1000000
Origem: 0 	 Destino: 158 	 Distância: 1000000
Origem: 0 	 Destino: 159 	 Distância: 1000000
Origem: 0 	 Destino: 160 	 Distância: 1000000
Origem: 0 	 Destino: 161 	 Distância: 1000000
Origem: 0 	 Destino: 162 	 Distância: 1000000
Origem: 0 	 Destino: 163 	 Distância: 1000000
Origem: 0 	 Destino: 164 	 Distância: 1000000
Origem: 0 	 Destino: 165 	 Distância: 1000000
Origem: 0 	 Destino: 166 	 Distância: 1000000
Origem: 0 	 Destino: 167 	 Distância: 1000000
Origem: 0 	 Destino: 168 	 Distância: 1000000
Origem: 0 	 Destino: 169 	 Distância: 1000000
Origem: 0 	 Destino: 170 	 Distância: 1000000
Origem: 0 	 Destino: 171 	 Distância: 1000000
Origem: 0 	 Destino: 172 	 Distância: 1000000
Origem: 0 	 Destino: 173 	 Distância: 1000000
Origem: 0 	 Destino: 174 	 Distância: 1000000
Origem: 0 	 Destino: 175 	 Distância: 1000000
Origem: 0 	 Destino: 176 	 Distância: 1000000
Origem: 0 	 Destino: 177 	 Distância: 1000000
Origem: 0 	 Destino: 178 	 Distância: 1000000
Origem: 0 	 Destino: 179 	 Distância: 1000000
Origem: 0 	 Destino: 180 	 Distância: 1000000
Origem: 0 	 Destino: 181 	 Distância: 1000000
Origem: 0 	 Destino: 182 	 Distância: 1000000
Origem: 0 	 Destino: 183 	 Distância: 1000000
Origem: 0 	 Destino: 184 	 Distância: 1000000
Origem: 0 	 Destino: 185 	 Distância: 1000000
Origem: 0 	 Destino: 186 	 Distância: 1000000
Origem: 0 	 Destino: 187 	 Distância: 1000000
Origem: 0 	 Destino: 188 	 Distância: 1000000
Origem: 0 	 Destino: 189 	 Distância: 1000000
Origem: 0 	 Destino: 190 	 Distância: 1000000
Origem: 0 	 Destino: 191 	 Distância: 1000000
Origem: 0 	 Destino: 192 	 Distância: 1000000
Origem: 0 	 Destino: 193 	 Distância: 1000000
Origem: 0 	 Destino: 194 	 Distância: 1000000
Origem: 0 	 Destino: 195 	 Distância: 1000000
Origem: 0 	 Destino: 196 	 Distância: 1000000
Origem: 0 	 Destino: 197 	 Distância: 1000000
Origem: 0 	 Destino: 198 	 Distância: 1000000
Origem: 0 	 Destino: 199 	 Distância: 1000000
Origem: 0 	 Destino: 200 	 Distância: 1000000
Origem: 0 	 Destino: 201 	 Distância: 1000000
Origem: 0 	 Destino: 202 	 Distância: 1000000
Origem: 0 	 Destino: 203 	 Distância: 1000000
Origem: 0 	 Destino: 204 	 Distância: 1000000
Origem: 0 	 Destino: 205 	 Distância: 1000000
Origem: 0 	 Destino: 206 	 Distância: 1000000
Origem: 0 	 Destino: 207 	 Distância: 1000000
Origem: 0 	 Destino: 208 	 Distância: 1000000
Origem: 0 	 Destino: 209 	 Distância: 1000000
Origem: 0 	 Destino: 210 	 Distância: 1000000
Origem: 0 	 Destino: 211 	 Distância: 1000000
Origem: 0 	 Destino: 212 	 Distância: 1000000
Origem: 0 	 Destino: 213 	 Distância: 1000000
Origem: 0 	 Destino: 214 	 Distância: 1000000
Origem: 0 	 Destino: 215 	 Distância: 1000000
Origem: 0 	 Destino: 216 	 Distância: 1000000
Origem: 0 	 Destino: 217 	 Distância: 1000000
Origem: 0 	 Destino: 218 	 Distância: 1000000
Origem: 0 	 Destino: 219 	 Distância: 1000000
Origem: 0 	 Destino: 220 	 Distância: 1000000
Origem: 0 	 Destino: 221 	 Distância: 1000000
Origem: 0 	 Destino: 222 	 Distância: 1000000
Origem: 0 	 Destino: 223 	 Distância: 1000000
Origem: 0 	 Destino: 224 	 Distância: 1000000
Origem: 0 	 Destino: 225 	 Distância: 1000000
Origem: 0 	 Destino: 226 	 Distância: 1000000
Origem: 0 	 Destino: 227 	 Distância: 1000000
Origem: 0 	 Destino: 228 	 Distância: 1000000
Origem: 0 	 Destino: 229 	 Distância: 1000000
Origem: 0 	 Destino: 230 	 Distância: 1000000
Origem: 0 	 Destino: 231 	 Distância: 1000000
Origem: 0 	 Destino: 232 	 Distância: 1000000
