
Tempo total de execução: 0.561961 segundo(s).

Origem: 1 	 Destino: 0 	 Distância: 100000000
Origem: 1 	 Destino: 52 	 Distância: 100000000
Origem: 1 	 Destino: 53 	 Distância: 100000000
Origem: 1 	 Destino: 54 	 Distância: 100000000
Origem: 1 	 Destino: 55 	 Distância: 100000000
Origem: 1 	 Destino: 56 	 Distância: 100000000
Origem: 1 	 Destino: 57 	 Distância: 100000000
Origem: 1 	 Destino: 58 	 Distância: 100000000
Origem: 1 	 Destino: 59 	 Distância: 100000000
Origem: 1 	 Destino: 60 	 Distância: 100000000
Origem: 1 	 Destino: 61 	 Distância: 100000000
Origem: 1 	 Destino: 62 	 Distância: 100000000
Origem: 1 	 Destino: 63 	 Distância: 100000000
Origem: 1 	 Destino: 64 	 Distância: 100000000
Origem: 1 	 Destino: 65 	 Distância: 100000000
Origem: 1 	 Destino: 66 	 Distância: 100000000
Origem: 1 	 Destino: 67 	 Distância: 100000000
Origem: 1 	 Destino: 68 	 Distância: 100000000
Origem: 1 	 Destino: 69 	 Distância: 100000000
Origem: 1 	 Destino: 70 	 Distância: 100000000
Origem: 1 	 Destino: 71 	 Distância: 100000000
Origem: 1 	 Destino: 72 	 Distância: 31
Origem: 1 	 Destino: 73 	 Distância: 36
Origem: 1 	 Destino: 74 	 Distância: 41
Origem: 1 	 Destino: 75 	 Distância: 46
Origem: 1 	 Destino: 76 	 Distância: 51
Origem: 1 	 Destino: 77 	 Distância: 56
Origem: 1 	 Destino: 78 	 Distância: 61
Origem: 1 	 Destino: 79 	 Distância: 66
Origem: 1 	 Destino: 80 	 Distância: 71
Origem: 1 	 Destino: 81 	 Distância: 76
Origem: 1 	 Destino: 82 	 Distância: 81
Origem: 1 	 Destino: 83 	 Distância: 86
Origem: 1 	 Destino: 84 	 Distância: 91
Origem: 1 	 Destino: 85 	 Distância: 96
Origem: 1 	 Destino: 86 	 Distância: 101
Origem: 1 	 Destino: 87 	 Distância: 106
Origem: 1 	 Destino: 88 	 Distância: 111
Origem: 1 	 Destino: 89 	 Distância: 116
Origem: 1 	 Destino: 90 	 Distância: 121
Origem: 1 	 Destino: 91 	 Distância: 126
Origem: 1 	 Destino: 92 	 Distância: 131
Origem: 1 	 Destino: 93 	 Distância: 100000000
Origem: 1 	 Destino: 94 	 Distância: 100000000
Origem: 1 	 Destino: 95 	 Distância: 100000000
Origem: 1 	 Destino: 96 	 Distância: 100000000
Origem: 1 	 Destino: 97 	 Distância: 100000000
Origem: 1 	 Destino: 98 	 Distância: 100000000
Origem: 1 	 Destino: 99 	 Distância: 100000000
Origem: 1 	 Destino: 100 	 Distância: 100000000
Origem: 1 	 Destino: 101 	 Distância: 100000000
Origem: 1 	 Destino: 102 	 Distância: 100000000
Origem: 1 	 Destino: 103 	 Distância: 100000000
Origem: 1 	 Destino: 104 	 Distância: 100000000
Origem: 1 	 Destino: 105 	 Distância: 100000000
Origem: 1 	 Destino: 106 	 Distância: 100000000
Origem: 1 	 Destino: 107 	 Distância: 100000000
Origem: 1 	 Destino: 108 	 Distância: 100000000
Origem: 1 	 Destino: 109 	 Distância: 44
Origem: 1 	 Destino: 110 	 Distância: 49
Origem: 1 	 Destino: 111 	 Distância: 54
Origem: 1 	 Destino: 112 	 Distância: 74
Origem: 1 	 Destino: 113 	 Distância: 79
Origem: 1 	 Destino: 114 	 Distância: 84
Origem: 1 	 Destino: 115 	 Distância: 89
Origem: 1 	 Destino: 116 	 Distância: 94
Origem: 1 	 Destino: 117 	 Distância: 99
Origem: 1 	 Destino: 118 	 Distância: 104
Origem: 1 	 Destino: 119 	 Distância: 109
Origem: 1 	 Destino: 120 	 Distância: 114
Origem: 1 	 Destino: 121 	 Distância: 119
Origem: 1 	 Destino: 122 	 Distância: 124
Origem: 1 	 Destino: 123 	 Distância: 129
Origem: 1 	 Destino: 124 	 Distância: 134
Origem: 1 	 Destino: 125 	 Distância: 139
Origem: 1 	 Destino: 126 	 Distância: 144
Origem: 1 	 Destino: 127 	 Distância: 100000000
Origem: 1 	 Destino: 128 	 Distância: 100000000
Origem: 1 	 Destino: 129 	 Distância: 100000000
Origem: 1 	 Destino: 130 	 Distância: 100000000
Origem: 1 	 Destino: 131 	 Distância: 100000000
Origem: 1 	 Destino: 132 	 Distância: 100000000
Origem: 1 	 Destino: 133 	 Distância: 100000000
Origem: 1 	 Destino: 134 	 Distância: 100000000
Origem: 1 	 Destino: 135 	 Distância: 100000000
Origem: 1 	 Destino: 136 	 Distância: 100000000
Origem: 1 	 Destino: 137 	 Distância: 100000000
Origem: 1 	 Destino: 138 	 Distância: 100000000
Origem: 1 	 Destino: 139 	 Distância: 100000000
Origem: 1 	 Destino: 140 	 Distância: 100000000
Origem: 1 	 Destino: 141 	 Distância: 100000000
Origem: 1 	 Destino: 142 	 Distância: 100000000
Origem: 1 	 Destino: 143 	 Distância: 57
Origem: 1 	 Destino: 144 	 Distância: 62
Origem: 1 	 Destino: 145 	 Distância: 67
Origem: 1 	 Destino: 146 	 Distância: 72
Origem: 1 	 Destino: 147 	 Distância: 77
Origem: 1 	 Destino: 148 	 Distância: 82
Origem: 1 	 Destino: 149 	 Distância: 87
Origem: 1 	 Destino: 150 	 Distância: 92
Origem: 1 	 Destino: 151 	 Distância: 97
Origem: 1 	 Destino: 152 	 Distância: 102
Origem: 1 	 Destino: 153 	 Distância: 107
Origem: 1 	 Destino: 154 	 Distância: 112
Origem: 1 	 Destino: 155 	 Distância: 117
Origem: 1 	 Destino: 156 	 Distância: 122
Origem: 1 	 Destino: 157 	 Distância: 132
Origem: 1 	 Destino: 158 	 Distância: 137
Origem: 1 	 Destino: 159 	 Distância: 142
Origem: 1 	 Destino: 160 	 Distância: 147
Origem: 1 	 Destino: 161 	 Distância: 152
Origem: 1 	 Destino: 162 	 Distância: 157
Origem: 1 	 Destino: 163 	 Distância: 162
Origem: 1 	 Destino: 164 	 Distância: 167
Origem: 1 	 Destino: 165 	 Distância: 100000000
Origem: 1 	 Destino: 166 	 Distância: 100000000
Origem: 1 	 Destino: 167 	 Distância: 100000000
Origem: 1 	 Destino: 168 	 Distância: 100000000
Origem: 1 	 Destino: 169 	 Distância: 100000000
Origem: 1 	 Destino: 170 	 Distância: 100000000
Origem: 1 	 Destino: 171 	 Distância: 100000000
Origem: 1 	 Destino: 172 	 Distância: 100000000
Origem: 1 	 Destino: 173 	 Distância: 70
Origem: 1 	 Destino: 174 	 Distância: 75
Origem: 1 	 Destino: 175 	 Distância: 80
Origem: 1 	 Destino: 176 	 Distância: 85
Origem: 1 	 Destino: 177 	 Distância: 90
Origem: 1 	 Destino: 178 	 Distância: 95
Origem: 1 	 Destino: 179 	 Distância: 100
Origem: 1 	 Destino: 180 	 Distância: 105
Origem: 1 	 Destino: 181 	 Distância: 110
Origem: 1 	 Destino: 182 	 Distância: 115
Origem: 1 	 Destino: 183 	 Distância: 120
Origem: 1 	 Destino: 184 	 Distância: 125
Origem: 1 	 Destino: 185 	 Distância: 130
Origem: 1 	 Destino: 186 	 Distância: 135
Origem: 1 	 Destino: 187 	 Distância: 145
Origem: 1 	 Destino: 188 	 Distância: 150
Origem: 1 	 Destino: 189 	 Distância: 155
Origem: 1 	 Destino: 190 	 Distância: 160
Origem: 1 	 Destino: 191 	 Distância: 165
Origem: 1 	 Destino: 192 	 Distância: 170
Origem: 1 	 Destino: 193 	 Distância: 180
Origem: 1 	 Destino: 194 	 Distância: 185
Origem: 1 	 Destino: 195 	 Distância: 190
Origem: 1 	 Destino: 196 	 Distância: 195
Origem: 1 	 Destino: 197 	 Distância: 200
Origem: 1 	 Destino: 198 	 Distância: 205
Origem: 1 	 Destino: 199 	 Distância: 210
Origem: 1 	 Destino: 200 	 Distância: 215
Origem: 1 	 Destino: 201 	 Distância: 220
Origem: 1 	 Destino: 202 	 Distância: 100000000
Origem: 1 	 Destino: 203 	 Distância: 100000000
Origem: 1 	 Destino: 204 	 Distância: 100000000
Origem: 1 	 Destino: 205 	 Distância: 100000000
Origem: 1 	 Destino: 206 	 Distância: 100000000
Origem: 1 	 Destino: 207 	 Distância: 100000000
Origem: 1 	 Destino: 208 	 Distância: 100000000
Origem: 1 	 Destino: 209 	 Distância: 100000000
Origem: 1 	 Destino: 210 	 Distância: 83
Origem: 1 	 Destino: 211 	 Distância: 88
Origem: 1 	 Destino: 212 	 Distância: 93
Origem: 1 	 Destino: 213 	 Distância: 98
Origem: 1 	 Destino: 214 	 Distância: 103
Origem: 1 	 Destino: 215 	 Distância: 108
Origem: 1 	 Destino: 216 	 Distância: 113
Origem: 1 	 Destino: 217 	 Distância: 118
Origem: 1 	 Destino: 218 	 Distância: 123
Origem: 1 	 Destino: 219 	 Distância: 128
Origem: 1 	 Destino: 220 	 Distância: 133
Origem: 1 	 Destino: 221 	 Distância: 138
Origem: 1 	 Destino: 222 	 Distância: 143
Origem: 1 	 Destino: 223 	 Distância: 148
Origem: 1 	 Destino: 224 	 Distância: 153
Origem: 1 	 Destino: 225 	 Distância: 158
Origem: 1 	 Destino: 226 	 Distância: 163
Origem: 1 	 Destino: 227 	 Distância: 168
Origem: 1 	 Destino: 228 	 Distância: 173
Origem: 1 	 Destino: 229 	 Distância: 178
Origem: 1 	 Destino: 230 	 Distância: 183
Origem: 1 	 Destino: 231 	 Distância: 193
Origem: 1 	 Destino: 232 	 Distância: 198
Origem: 1 	 Destino: 233 	 Distância: 218
Origem: 1 	 Destino: 234 	 Distância: 223
Origem: 1 	 Destino: 235 	 Distância: 228
Origem: 1 	 Destino: 236 	 Distância: 233
Origem: 1 	 Destino: 237 	 Distância: 238
Origem: 1 	 Destino: 238 	 Distância: 243
Origem: 1 	 Destino: 239 	 Distância: 248
Origem: 1 	 Destino: 240 	 Distância: 253
Origem: 1 	 Destino: 241 	 Distância: 258
Origem: 1 	 Destino: 242 	 Distância: 263
Origem: 1 	 Destino: 243 	 Distância: 268
Origem: 1 	 Destino: 244 	 Distância: 273
Origem: 1 	 Destino: 245 	 Distância: 100000000
Origem: 1 	 Destino: 246 	 Distância: 96
Origem: 1 	 Destino: 247 	 Distância: 101
Origem: 1 	 Destino: 248 	 Distância: 106
Origem: 1 	 Destino: 249 	 Distância: 111
Origem: 1 	 Destino: 250 	 Distância: 116
Origem: 1 	 Destino: 251 	 Distância: 121
Origem: 1 	 Destino: 252 	 Distância: 126
Origem: 1 	 Destino: 253 	 Distância: 131
Origem: 1 	 Destino: 254 	 Distância: 136
Origem: 1 	 Destino: 255 	 Distância: 141
Origem: 1 	 Destino: 256 	 Distância: 146
Origem: 1 	 Destino: 257 	 Distância: 151
Origem: 1 	 Destino: 258 	 Distância: 156
Origem: 1 	 Destino: 259 	 Distância: 161
Origem: 1 	 Destino: 260 	 Distância: 166
Origem: 1 	 Destino: 261 	 Distância: 171
Origem: 1 	 Destino: 262 	 Distância: 176
Origem: 1 	 Destino: 263 	 Distância: 181
Origem: 1 	 Destino: 264 	 Distância: 191
Origem: 1 	 Destino: 265 	 Distância: 196
Origem: 1 	 Destino: 266 	 Distância: 201
Origem: 1 	 Destino: 267 	 Distância: 206
Origem: 1 	 Destino: 268 	 Distância: 211
Origem: 1 	 Destino: 269 	 Distância: 216
Origem: 1 	 Destino: 270 	 Distância: 221
Origem: 1 	 Destino: 271 	 Distância: 226
Origem: 1 	 Destino: 272 	 Distância: 231
Origem: 1 	 Destino: 273 	 Distância: 236
Origem: 1 	 Destino: 274 	 Distância: 246
Origem: 1 	 Destino: 275 	 Distância: 256
Origem: 1 	 Destino: 276 	 Distância: 276
Origem: 1 	 Destino: 277 	 Distância: 281
Origem: 1 	 Destino: 278 	 Distância: 100000000
Origem: 1 	 Destino: 279 	 Distância: 100000000
Origem: 1 	 Destino: 280 	 Distância: 100000000
Origem: 1 	 Destino: 281 	 Distância: 119
Origem: 1 	 Destino: 282 	 Distância: 124
Origem: 1 	 Destino: 283 	 Distância: 129
Origem: 1 	 Destino: 284 	 Distância: 134
Origem: 1 	 Destino: 285 	 Distância: 139
Origem: 1 	 Destino: 286 	 Distância: 144
Origem: 1 	 Destino: 287 	 Distância: 149
Origem: 1 	 Destino: 288 	 Distância: 154
Origem: 1 	 Destino: 289 	 Distância: 159
Origem: 1 	 Destino: 290 	 Distância: 164
Origem: 1 	 Destino: 291 	 Distância: 169
Origem: 1 	 Destino: 292 	 Distância: 174
Origem: 1 	 Destino: 293 	 Distância: 179
Origem: 1 	 Destino: 294 	 Distância: 184
Origem: 1 	 Destino: 295 	 Distância: 189
Origem: 1 	 Destino: 296 	 Distância: 194
Origem: 1 	 Destino: 297 	 Distância: 204
Origem: 1 	 Destino: 298 	 Distância: 209
Origem: 1 	 Destino: 299 	 Distância: 214
Origem: 1 	 Destino: 300 	 Distância: 219
Origem: 1 	 Destino: 301 	 Distância: 224
Origem: 1 	 Destino: 302 	 Distância: 229
Origem: 1 	 Destino: 303 	 Distância: 234
Origem: 1 	 Destino: 304 	 Distância: 239
Origem: 1 	 Destino: 305 	 Distância: 244
Origem: 1 	 Destino: 306 	 Distância: 249
Origem: 1 	 Destino: 307 	 Distância: 259
Origem: 1 	 Destino: 308 	 Distância: 269
Origem: 1 	 Destino: 309 	 Distância: 274
Origem: 1 	 Destino: 310 	 Distância: 279
Origem: 1 	 Destino: 311 	 Distância: 284
Origem: 1 	 Destino: 312 	 Distância: 289
Origem: 1 	 Destino: 313 	 Distância: 294
Origem: 1 	 Destino: 314 	 Distância: 100000000
Origem: 1 	 Destino: 315 	 Distância: 100000000
Origem: 1 	 Destino: 316 	 Distância: 100000000
Origem: 1 	 Destino: 317 	 Distância: 100000000
Origem: 1 	 Destino: 318 	 Distância: 100000000
Origem: 1 	 Destino: 319 	 Distância: 142
Origem: 1 	 Destino: 320 	 Distância: 147
Origem: 1 	 Destino: 321 	 Distância: 152
Origem: 1 	 Destino: 322 	 Distância: 157
Origem: 1 	 Destino: 323 	 Distância: 162
Origem: 1 	 Destino: 324 	 Distância: 167
Origem: 1 	 Destino: 325 	 Distância: 172
Origem: 1 	 Destino: 326 	 Distância: 177
Origem: 1 	 Destino: 327 	 Distância: 182
Origem: 1 	 Destino: 328 	 Distância: 187
Origem: 1 	 Destino: 329 	 Distância: 192
Origem: 1 	 Destino: 330 	 Distância: 197
Origem: 1 	 Destino: 331 	 Distância: 202
Origem: 1 	 Destino: 332 	 Distância: 207
Origem: 1 	 Destino: 333 	 Distância: 212
Origem: 1 	 Destino: 334 	 Distância: 217
Origem: 1 	 Destino: 335 	 Distância: 222
Origem: 1 	 Destino: 336 	 Distância: 227
Origem: 1 	 Destino: 337 	 Distância: 232
Origem: 1 	 Destino: 338 	 Distância: 237
Origem: 1 	 Destino: 339 	 Distância: 242
Origem: 1 	 Destino: 340 	 Distância: 247
Origem: 1 	 Destino: 341 	 Distância: 252
Origem: 1 	 Destino: 342 	 Distância: 257
Origem: 1 	 Destino: 343 	 Distância: 262
Origem: 1 	 Destino: 344 	 Distância: 267
Origem: 1 	 Destino: 345 	 Distância: 272
Origem: 1 	 Destino: 346 	 Distância: 277
Origem: 1 	 Destino: 347 	 Distância: 282
Origem: 1 	 Destino: 348 	 Distância: 287
Origem: 1 	 Destino: 349 	 Distância: 292
Origem: 1 	 Destino: 350 	 Distância: 297
Origem: 1 	 Destino: 351 	 Distância: 302
Origem: 1 	 Destino: 352 	 Distância: 307
Origem: 1 	 Destino: 353 	 Distância: 312
Origem: 1 	 Destino: 354 	 Distância: 100000000
Origem: 1 	 Destino: 355 	 Distância: 100000000
Origem: 1 	 Destino: 356 	 Distância: 100000000
Origem: 1 	 Destino: 357 	 Distância: 100000000
Origem: 1 	 Destino: 358 	 Distância: 100000000
Origem: 1 	 Destino: 359 	 Distância: 155
Origem: 1 	 Destino: 360 	 Distância: 160
Origem: 1 	 Destino: 361 	 Distância: 165
Origem: 1 	 Destino: 362 	 Distância: 170
Origem: 1 	 Destino: 363 	 Distância: 175
Origem: 1 	 Destino: 364 	 Distância: 180
Origem: 1 	 Destino: 365 	 Distância: 185
Origem: 1 	 Destino: 366 	 Distância: 190
Origem: 1 	 Destino: 367 	 Distância: 195
Origem: 1 	 Destino: 368 	 Distância: 200
Origem: 1 	 Destino: 369 	 Distância: 205
Origem: 1 	 Destino: 370 	 Distância: 210
Origem: 1 	 Destino: 371 	 Distância: 215
Origem: 1 	 Destino: 372 	 Distância: 220
Origem: 1 	 Destino: 373 	 Distância: 225
Origem: 1 	 Destino: 374 	 Distância: 230
Origem: 1 	 Destino: 375 	 Distância: 235
Origem: 1 	 Destino: 376 	 Distância: 240
Origem: 1 	 Destino: 377 	 Distância: 245
Origem: 1 	 Destino: 378 	 Distância: 250
Origem: 1 	 Destino: 379 	 Distância: 255
Origem: 1 	 Destino: 380 	 Distância: 260
Origem: 1 	 Destino: 381 	 Distância: 265
Origem: 1 	 Destino: 382 	 Distância: 270
Origem: 1 	 Destino: 383 	 Distância: 275
Origem: 1 	 Destino: 384 	 Distância: 280
Origem: 1 	 Destino: 385 	 Distância: 285
Origem: 1 	 Destino: 386 	 Distância: 290
Origem: 1 	 Destino: 387 	 Distância: 295
Origem: 1 	 Destino: 388 	 Distância: 300
Origem: 1 	 Destino: 389 	 Distância: 305
Origem: 1 	 Destino: 390 	 Distância: 325
Origem: 1 	 Destino: 391 	 Distância: 100000000
Origem: 1 	 Destino: 392 	 Distância: 100000000
Origem: 1 	 Destino: 393 	 Distância: 100000000
Origem: 1 	 Destino: 394 	 Distância: 100000000
Origem: 1 	 Destino: 395 	 Distância: 100000000
Origem: 1 	 Destino: 396 	 Distância: 168
Origem: 1 	 Destino: 397 	 Distância: 173
Origem: 1 	 Destino: 398 	 Distância: 178
Origem: 1 	 Destino: 399 	 Distância: 183
Origem: 1 	 Destino: 400 	 Distância: 188
Origem: 1 	 Destino: 401 	 Distância: 193
Origem: 1 	 Destino: 402 	 Distância: 198
Origem: 1 	 Destino: 403 	 Distância: 203
Origem: 1 	 Destino: 404 	 Distância: 208
Origem: 1 	 Destino: 405 	 Distância: 213
Origem: 1 	 Destino: 406 	 Distância: 218
Origem: 1 	 Destino: 407 	 Distância: 223
Origem: 1 	 Destino: 408 	 Distância: 228
Origem: 1 	 Destino: 409 	 Distância: 233
Origem: 1 	 Destino: 410 	 Distância: 238
Origem: 1 	 Destino: 411 	 Distância: 243
Origem: 1 	 Destino: 412 	 Distância: 248
Origem: 1 	 Destino: 413 	 Distância: 253
Origem: 1 	 Destino: 414 	 Distância: 258
Origem: 1 	 Destino: 415 	 Distância: 263
Origem: 1 	 Destino: 416 	 Distância: 268
Origem: 1 	 Destino: 417 	 Distância: 273
Origem: 1 	 Destino: 418 	 Distância: 278
Origem: 1 	 Destino: 419 	 Distância: 283
Origem: 1 	 Destino: 420 	 Distância: 288
Origem: 1 	 Destino: 421 	 Distância: 293
Origem: 1 	 Destino: 422 	 Distância: 298
Origem: 1 	 Destino: 423 	 Distância: 303
Origem: 1 	 Destino: 424 	 Distância: 308
Origem: 1 	 Destino: 425 	 Distância: 313
Origem: 1 	 Destino: 426 	 Distância: 318
Origem: 1 	 Destino: 427 	 Distância: 323
Origem: 1 	 Destino: 428 	 Distância: 328
Origem: 1 	 Destino: 429 	 Distância: 333
Origem: 1 	 Destino: 430 	 Distância: 338
Origem: 1 	 Destino: 431 	 Distância: 100000000
Origem: 1 	 Destino: 432 	 Distância: 100000000
Origem: 1 	 Destino: 433 	 Distância: 100000000
Origem: 1 	 Destino: 434 	 Distância: 100000000
Origem: 1 	 Destino: 435 	 Distância: 100000000
Origem: 1 	 Destino: 436 	 Distância: 100000000
Origem: 1 	 Destino: 437 	 Distância: 191
Origem: 1 	 Destino: 438 	 Distância: 196
Origem: 1 	 Destino: 439 	 Distância: 201
Origem: 1 	 Destino: 440 	 Distância: 206
Origem: 1 	 Destino: 441 	 Distância: 211
Origem: 1 	 Destino: 442 	 Distância: 216
Origem: 1 	 Destino: 443 	 Distância: 226
Origem: 1 	 Destino: 444 	 Distância: 231
Origem: 1 	 Destino: 445 	 Distância: 236
Origem: 1 	 Destino: 446 	 Distância: 241
Origem: 1 	 Destino: 447 	 Distância: 246
Origem: 1 	 Destino: 448 	 Distância: 256
Origem: 1 	 Destino: 449 	 Distância: 266
Origem: 1 	 Destino: 450 	 Distância: 271
Origem: 1 	 Destino: 451 	 Distância: 276
Origem: 1 	 Destino: 452 	 Distância: 281
Origem: 1 	 Destino: 453 	 Distância: 286
Origem: 1 	 Destino: 454 	 Distância: 291
Origem: 1 	 Destino: 455 	 Distância: 296
Origem: 1 	 Destino: 456 	 Distância: 301
Origem: 1 	 Destino: 457 	 Distância: 306
Origem: 1 	 Destino: 458 	 Distância: 311
Origem: 1 	 Destino: 459 	 Distância: 316
Origem: 1 	 Destino: 460 	 Distância: 321
Origem: 1 	 Destino: 461 	 Distância: 326
Origem: 1 	 Destino: 462 	 Distância: 331
Origem: 1 	 Destino: 463 	 Distância: 336
Origem: 1 	 Destino: 464 	 Distância: 341
Origem: 1 	 Destino: 465 	 Distância: 346
Origem: 1 	 Destino: 466 	 Distância: 100000000
Origem: 1 	 Destino: 467 	 Distância: 100000000
Origem: 1 	 Destino: 468 	 Distância: 100000000
Origem: 1 	 Destino: 469 	 Distância: 100000000
Origem: 1 	 Destino: 470 	 Distância: 204
Origem: 1 	 Destino: 471 	 Distância: 214
Origem: 1 	 Destino: 472 	 Distância: 219
Origem: 1 	 Destino: 473 	 Distância: 224
Origem: 1 	 Destino: 474 	 Distância: 229
Origem: 1 	 Destino: 475 	 Distância: 239
Origem: 1 	 Destino: 476 	 Distância: 244
Origem: 1 	 Destino: 477 	 Distância: 249
Origem: 1 	 Destino: 478 	 Distância: 254
Origem: 1 	 Destino: 479 	 Distância: 259
Origem: 1 	 Destino: 480 	 Distância: 269
Origem: 1 	 Destino: 481 	 Distância: 279
Origem: 1 	 Destino: 482 	 Distância: 284
Origem: 1 	 Destino: 483 	 Distância: 289
Origem: 1 	 Destino: 484 	 Distância: 294
Origem: 1 	 Destino: 485 	 Distância: 299
Origem: 1 	 Destino: 486 	 Distância: 304
Origem: 1 	 Destino: 487 	 Distância: 309
Origem: 1 	 Destino: 488 	 Distância: 319
Origem: 1 	 Destino: 489 	 Distância: 324
Origem: 1 	 Destino: 490 	 Distância: 329
Origem: 1 	 Destino: 491 	 Distância: 334
Origem: 1 	 Destino: 492 	 Distância: 339
Origem: 1 	 Destino: 493 	 Distância: 349
Origem: 1 	 Destino: 494 	 Distância: 359
Origem: 1 	 Destino: 495 	 Distância: 100000000
Origem: 1 	 Destino: 496 	 Distância: 100000000
Origem: 1 	 Destino: 497 	 Distância: 100000000
Origem: 1 	 Destino: 498 	 Distância: 100000000
Origem: 1 	 Destino: 499 	 Distância: 100000000
Origem: 1 	 Destino: 500 	 Distância: 217
Origem: 1 	 Destino: 501 	 Distância: 227
Origem: 1 	 Destino: 502 	 Distância: 232
Origem: 1 	 Destino: 503 	 Distância: 237
Origem: 1 	 Destino: 504 	 Distância: 242
Origem: 1 	 Destino: 505 	 Distância: 247
Origem: 1 	 Destino: 506 	 Distância: 252
Origem: 1 	 Destino: 507 	 Distância: 257
Origem: 1 	 Destino: 508 	 Distância: 262
Origem: 1 	 Destino: 509 	 Distância: 267
Origem: 1 	 Destino: 510 	 Distância: 272
Origem: 1 	 Destino: 511 	 Distância: 277
Origem: 1 	 Destino: 512 	 Distância: 282
Origem: 1 	 Destino: 513 	 Distância: 287
Origem: 1 	 Destino: 514 	 Distância: 292
Origem: 1 	 Destino: 515 	 Distância: 297
Origem: 1 	 Destino: 516 	 Distância: 302
Origem: 1 	 Destino: 517 	 Distância: 307
Origem: 1 	 Destino: 518 	 Distância: 312
Origem: 1 	 Destino: 519 	 Distância: 317
Origem: 1 	 Destino: 520 	 Distância: 322
Origem: 1 	 Destino: 521 	 Distância: 332
Origem: 1 	 Destino: 522 	 Distância: 337
Origem: 1 	 Destino: 523 	 Distância: 342
Origem: 1 	 Destino: 524 	 Distância: 347
Origem: 1 	 Destino: 525 	 Distância: 352
Origem: 1 	 Destino: 526 	 Distância: 362
Origem: 1 	 Destino: 527 	 Distância: 372
Origem: 1 	 Destino: 528 	 Distância: 377
Origem: 1 	 Destino: 529 	 Distância: 100000000
Origem: 1 	 Destino: 530 	 Distância: 100000000
Origem: 1 	 Destino: 531 	 Distância: 100000000
Origem: 1 	 Destino: 532 	 Distância: 100000000
Origem: 1 	 Destino: 533 	 Distância: 100000000
Origem: 1 	 Destino: 534 	 Distância: 100000000
Origem: 1 	 Destino: 535 	 Distância: 100000000
Origem: 1 	 Destino: 536 	 Distância: 230
Origem: 1 	 Destino: 537 	 Distância: 235
Origem: 1 	 Destino: 538 	 Distância: 240
Origem: 1 	 Destino: 539 	 Distância: 245
Origem: 1 	 Destino: 540 	 Distância: 250
Origem: 1 	 Destino: 541 	 Distância: 255
Origem: 1 	 Destino: 542 	 Distância: 260
Origem: 1 	 Destino: 543 	 Distância: 265
Origem: 1 	 Destino: 544 	 Distância: 270
