
Tempo total de execução: 0.006273 segundo(s).

Origem: 1 	 Destino: 0 	 Distância: 0
Origem: 1 	 Destino: 206 	 Distância: 1000000
Origem: 1 	 Destino: 207 	 Distância: 1000000
Origem: 1 	 Destino: 208 	 Distância: 1000000
Origem: 1 	 Destino: 209 	 Distância: 1000000
Origem: 1 	 Destino: 210 	 Distância: 1000000
Origem: 1 	 Destino: 211 	 Distância: 1000000
Origem: 1 	 Destino: 212 	 Distância: 1000000
Origem: 1 	 Destino: 213 	 Distância: 1000000
Origem: 1 	 Destino: 214 	 Distância: 1000000
Origem: 1 	 Destino: 215 	 Distância: 1000000
Origem: 1 	 Destino: 216 	 Distância: 1000000
Origem: 1 	 Destino: 217 	 Distância: 1000000
Origem: 1 	 Destino: 218 	 Distância: 1000000
Origem: 1 	 Destino: 219 	 Distância: 1000000
Origem: 1 	 Destino: 220 	 Distância: 1000000
Origem: 1 	 Destino: 221 	 Distância: 1000000
Origem: 1 	 Destino: 222 	 Distância: 1000000
Origem: 1 	 Destino: 223 	 Distância: 1000000
Origem: 1 	 Destino: 224 	 Distância: 1000000
Origem: 1 	 Destino: 225 	 Distância: 1000000
Origem: 1 	 Destino: 226 	 Distância: 1000000
Origem: 1 	 Destino: 227 	 Distância: 1000000
Origem: 1 	 Destino: 228 	 Distância: 1000000
Origem: 1 	 Destino: 229 	 Distância: 1000000
Origem: 1 	 Destino: 230 	 Distância: 1000000
Origem: 1 	 Destino: 231 	 Distância: 1000000
Origem: 1 	 Destino: 232 	 Distância: 1000000
